,Naam,Aanbevolen door,Aantal stemmen,Procentueel,District,Verkiezingdatum,Type,Omvang electoraat,Opkomst,Aantal stembriefjes,Aantal stemmen geldig,Aantal stemmen blanco,Aantal zetels,Kiesdrempel,counts,won,min_stem_win,min_pct_win,margin,close_cand_5pct,close_cand_10pct,close_cand_20pct,Naam_win,Aanbevolen door_win,Aantal stemmen_win,Procentueel_win,alrdy_in_pols
1,mr. S.C.H. Piccardt,,181.0,0.251,Winschoten,30/11/1848,algemeen,1183,722,722,721.0,1,1.0,361.0,3,0,257.0,0.3564,-0.1054,0,0,1,mr. R. de Sitter,,257.0,0.3564,nee
2,mr. W.J. Mees,,133.0,0.19440000000000002,Appingedam,27/12/1848,tussentijds,1586,686,687,684.0,3,1.0,342.0,2,0,225.0,0.3289,-0.1345,0,0,1,dr. R. Westerhoff,,225.0,0.3289,nee
3,mr. D. Bonthuis,,117.0,0.1711,Appingedam,27/12/1848,tussentijds,1586,686,687,684.0,3,1.0,342.0,3,0,225.0,0.3289,-0.15780000000000002,0,0,1,dr. R. Westerhoff,,225.0,0.3289,nee
4,P.W. Wiertsema,,101.0,0.1477,Appingedam,27/12/1848,tussentijds,1586,686,687,684.0,3,1.0,342.0,4,0,225.0,0.3289,-0.18120000000000003,0,0,1,dr. R. Westerhoff,,225.0,0.3289,nee
5,W. Waalkens,,98.0,0.1433,Appingedam,27/12/1848,tussentijds,1586,686,687,684.0,3,1.0,342.0,5,0,225.0,0.3289,-0.18560000000000001,0,0,1,dr. R. Westerhoff,,225.0,0.3289,nee
20,mr. H. van Sonsbeeck,,215.0,0.44329999999999997,Enschede,30/11/1848,algemeen,532,486,487,485.0,1,1.0,243.0,2,0,261.0,0.5381,-0.09480000000000005,0,1,1,jhr. C.M. Storm van 's Gravesande,,261.0,0.5381,nee
21,mr. H. van Sonsbeeck,,186.0,0.3811,Enschede,16/12/1848,tussentijds,532,488,488,488.0,0,1.0,244.0,2,0,257.0,0.5266,-0.14549999999999996,0,0,1,mr. M.J. de Man,,257.0,0.5266,nee
24,mr. R.W. Tadema,,246.0,0.3489,Zutphen,30/11/1848,algemeen,791,708,708,705.0,3,1.0,353.0,2,0,342.0,0.4851,-0.1362,0,0,1,mr. J.R. Thorbecke,,342.0,0.4851,nee
26,J.D.C.C.W. baron van Ablaing van Giessenburg,,309.0,0.428,Amersfoort,30/11/1848,algemeen,795,725,725,722.0,3,1.0,361.0,2,0,314.0,0.4349,-0.006900000000000017,1,1,1,mr. S. van Walchren,,314.0,0.4349,nee
27,J.D.C.C.W. baron van Ablaing van Giessenburg,,278.0,0.4052,Amersfoort,07/12/1848,herstemming,795,690,690,686.0,2,1.0,343.0,2,0,408.0,0.5948,-0.1896,0,0,1,mr. S. van Walchren,,408.0,0.5948,nee
28,J.G. Dolmans,,385.0,0.3602,Ysselstein,30/11/1848,algemeen,1174,1071,1071,1069.0,2,1.0,535.0,2,0,396.0,0.3704,-0.010199999999999987,1,1,1,E.C.U. van Doorn,,396.0,0.3704,nee
36,mr. L. Luzac,,33.0,0.052000000000000005,Gouda,30/11/1848,algemeen,818,644,644,635.0,1,1.0,318.0,6,0,131.0,0.20629999999999998,-0.1543,0,0,1,mr. G.M. van der Linden,,131.0,0.20629999999999998,nee
43,A. Vogelsang,,146.0,0.2421,Ridderkerk,30/11/1848,algemeen,737,607,607,603.0,1,1.0,302.0,2,0,196.0,0.325,-0.0829,0,1,1,mr. W. Wijnaendts,,196.0,0.325,nee
44,L. Kluit,,89.0,0.1476,Ridderkerk,30/11/1848,algemeen,737,607,607,603.0,1,1.0,302.0,3,0,196.0,0.325,-0.1774,0,0,1,mr. W. Wijnaendts,,196.0,0.325,nee
45,P.J. de Raadt van Hendrik-Ido-Ambacht,,84.0,0.1393,Ridderkerk,30/11/1848,algemeen,737,607,607,603.0,1,1.0,302.0,4,0,196.0,0.325,-0.1857,0,0,1,mr. W. Wijnaendts,,196.0,0.325,nee
46,A. Vogelsang,,278.0,0.4877,Ridderkerk,09/12/1848,herstemming,737,590,590,570.0,18,1.0,285.0,2,0,292.0,0.5123,-0.024599999999999955,1,1,1,mr. W. Wijnaendts,,292.0,0.5123,nee
50,W. de la Haye,,216.0,0.48210000000000003,Sittard,30/11/1848,algemeen,596,450,451,448.0,3,1.0,224.0,2,0,221.0,0.49329999999999996,-0.011199999999999932,1,1,1,J.L.Th.A.L. baron van Scherpenzeel Heusch,,221.0,0.49329999999999996,nee
51,W. de la Haye,,210.0,0.4575,Sittard,09/12/1848,herstemming,596,464,463,459.0,3,1.0,230.0,2,0,249.0,0.5425,-0.08499999999999996,0,1,1,J.L.Th.A.L. baron van Scherpenzeel Heusch,,249.0,0.5425,nee
59,jhr. E. de Wendt Alberda van Ekenstein,,196.0,0.3106,Zuidhorn,07/04/1869,herstemming,1368,632,632,631.0,1,1.0,316.0,2,0,255.0,0.40409999999999996,-0.09349999999999997,0,1,1,mr. N. Olivier,,255.0,0.40409999999999996,nee
60,H.W. Wierda,,180.0,0.2853,Zuidhorn,07/04/1869,herstemming,1368,632,632,631.0,1,1.0,316.0,3,0,255.0,0.40409999999999996,-0.11879999999999996,0,0,1,mr. N. Olivier,,255.0,0.40409999999999996,nee
61,H.W. Wierda,,206.0,0.2841,Zuidhorn,08/06/1869,periodiek,1417,736,736,725.0,0,1.0,363.0,2,0,331.0,0.45659999999999995,-0.17249999999999993,0,0,1,mr. N. Olivier,(AH)*,331.0,0.45659999999999995,nee
62,P.W.A. Cort van der Linden,(AH)*,371.0,0.3688,Groningen,28/10/1884,algemeen,1630,1009,1009,1006.0,3,1.0,503.0,2,0,527.0,0.5239,-0.15510000000000002,0,0,1,mr. S. van Houten,(AH)*,527.0,0.5239,nee
63,J.G. Nederhoed,AR(DT),644.0,0.41119999999999995,Appingedam,12/06/1883,periodiek,3346,1582,1582,1566.0,11,1.0,783.0,2,0,836.0,0.5338,-0.1226000000000001,0,0,1,mr. D. de Ruiter Zijlker,(AH)*,836.0,0.5338,nee
64,T. Borgesius,,118.0,0.2365,Winschoten,18/07/1864,tussentijds,1175,499,499,499.0,0,1.0,250.0,2,0,182.0,0.36469999999999997,-0.12819999999999998,0,0,1,dr. W.J.A. Jonckbloet,,182.0,0.36469999999999997,nee
65,mr. W. Woldringh,,98.0,0.19640000000000002,Winschoten,18/07/1864,tussentijds,1175,499,499,499.0,0,1.0,250.0,3,0,182.0,0.36469999999999997,-0.16829999999999995,0,0,1,dr. W.J.A. Jonckbloet,,182.0,0.36469999999999997,nee
66,T. Borgesius,,216.0,0.4202,Winschoten,02/08/1864,herstemming,1175,516,516,514.0,2,1.0,257.0,2,0,298.0,0.5798,-0.15959999999999996,0,0,1,dr. W.J.A. Jonckbloet,,298.0,0.5798,nee
68,L.G. Brock,,203.0,0.15259999999999999,Winschoten,26/02/1878,tussentijds,2558,1341,1341,1330.0,3,1.0,665.0,3,0,465.0,0.3496,-0.19700000000000004,0,0,1,D. Mulder Dzn.,,465.0,0.3496,nee
71,A. Winkler Prins,,329.0,0.2562,Winschoten,01/09/1887,algemeen,2923,1293,1294,2568.0,16,2.0,642.0,3,0,475.0,0.3699,-0.11370000000000002,0,0,1,mr. H.L. Drucker,,475.0,0.3699,nee
72,jhr.mr. O.Q. van Swinderen,,299.0,0.2329,Winschoten,01/09/1887,algemeen,2923,1293,1294,2568.0,16,2.0,642.0,4,0,475.0,0.3699,-0.137,0,0,1,mr. H.L. Drucker,,475.0,0.3699,nee
73,J.G. Nederhoed,AR,285.0,0.222,Winschoten,01/09/1887,algemeen,2923,1293,1294,2568.0,16,2.0,642.0,5,0,475.0,0.3699,-0.1479,0,0,1,mr. H.L. Drucker,,475.0,0.3699,nee
74,mr. J.H. Smidt,,224.0,0.1745,Winschoten,01/09/1887,algemeen,2923,1293,1294,2568.0,16,2.0,642.0,6,0,475.0,0.3699,-0.19540000000000002,0,0,1,mr. H.L. Drucker,,475.0,0.3699,nee
93,J. Hessels Tacoma,,500.0,0.48119999999999996,Leeuwarden,12/06/1860,periodiek,2946,1052,1052,1039.0,12,1.0,520.0,2,0,520.0,0.5005,-0.019299999999999984,1,1,1,mr. J. Dirks,,520.0,0.5005,nee
94,J. Hessels Tacoma,,786.0,0.4746,Leeuwarden,30/10/1860,tussentijds,2946,1670,1670,1656.0,10,1.0,828.0,2,0,839.0,0.5065999999999999,-0.03199999999999992,1,1,1,mr. J. Dirks,,839.0,0.5065999999999999,nee
103,mr. B. Rinia van Nauta,,584.0,0.42969999999999997,Sneek,13/06/1854,periodiek,2741,1368,1368,1359.0,9,1.0,680.0,2,0,713.0,0.5246999999999999,-0.09499999999999997,0,1,1,mr. H.U. Huguenin,,713.0,0.5246999999999999,nee
114,L. Britzel,,378.0,0.4447,Sneek,12/06/1860,periodiek,2759,1076,1076,850.0,17,1.0,425.0,2,0,452.0,0.5318,-0.08710000000000007,0,1,1,mr. S. Wybenga,,452.0,0.5318,nee
116,jhr.mr. O.Q.J.J. van Swinderen,,527.0,0.32789999999999997,Sneek,14/06/1864,periodiek,2919,1617,1617,1607.0,3,1.0,804.0,2,0,705.0,0.4387,-0.11080000000000001,0,0,1,mr. S. Wybenga,,705.0,0.4387,nee
120,J. Wolbers,AR,1066.0,0.4244,Sneek,10/06/1873,periodiek,4153,2556,2556,5024.0,76,2.0,1256.0,4,0,1394.0,0.5549000000000001,-0.13050000000000006,0,0,1,mr. S. Wybenga,(AH)*,1394.0,0.5549000000000001,nee
121,J. Binkes,AR(DT/DZH),1593.0,0.4227,Sneek,08/06/1875,periodiek,4309,3781,3785,3769.0,8,1.0,1885.0,2,0,2166.0,0.5747,-0.15199999999999997,0,0,1,A. Moens,,2166.0,0.5747,nee
125,mr. W. baron van Heemstra,AR(DT),1823.0,0.4882,Sneek,14/06/1881,periodiek,4673,3761,3761,7468.0,50,2.0,1867.0,4,0,1879.0,0.5032,-0.014999999999999958,1,1,1,mr. S. Wybenga,(AH)*,1879.0,0.5032,nee
130,jhr. A. Lycklama Ã Nijeholt,AR(DT),1734.0,0.4376,Sneek,28/10/1884,algemeen,4698,3987,3987,11888.0,55,3.0,1981.0,6,0,2187.0,0.5519,-0.11429999999999996,0,0,1,A. Buma,(AH)*,2187.0,0.5519,nee
140,K. Kater,AR,1504.0,0.4105,Sneek,01/09/1887,algemeen,4816,3680,3680,7328.0,28,2.0,1832.0,6,0,2001.0,0.5461,-0.13560000000000005,0,0,1,B.H. Heldt,,2001.0,0.5461,nee
141,jhr.mr. D. de Blocq van Haersma de With,,442.0,0.4456,Dokkum,17/05/1853,algemeen,1492,994,994,992.0,1,1.0,496.0,2,0,524.0,0.5282,-0.0826,0,1,1,I.T. ter Brugghen Hugenholtz,,524.0,0.5282,nee
142,jhr. J.A. Lycklama Ã Nijeholt,,447.0,0.3907,Dokkum,25/01/1859,tussentijds,2405,1147,1148,1144.0,2,1.0,572.0,2,0,638.0,0.5577000000000001,-0.1670000000000001,0,0,1,M. Kingma Hzn.,,638.0,0.5577000000000001,nee
151,W. Reilingh,,478.0,0.2681,Dokkum,10/06/1873,periodiek,2542,1784,1784,1783.0,0,1.0,892.0,3,0,666.0,0.3735,-0.1054,0,0,1,mr. B.P. baron van Harinxma thoe Slooten,,666.0,0.3735,nee
154,mr. B.J. Gratama,AR(DT/DZH),891.0,0.4046,Dokkum,08/06/1875,periodiek,2608,2215,2215,2202.0,9,1.0,1101.0,2,0,1306.0,0.5931000000000001,-0.18850000000000006,0,0,1,mr. W.A. Bergsma,,1306.0,0.5931000000000001,nee
158,mr. B.J. Gratama,AR(DT),924.0,0.47479999999999994,Dokkum,14/06/1881,periodiek,2774,1963,1964,1946.0,13,1.0,973.0,2,0,1008.0,0.518,-0.04320000000000007,1,1,1,jhr.mr. I.F. van Humalda van Eysinga,(AH)*,1008.0,0.518,nee
162,J. de Jong,AR(DT),856.0,0.40840000000000004,Dokkum,28/10/1884,algemeen,2673,2121,2121,4192.0,46,2.0,1048.0,4,0,1172.0,0.5592,-0.1508,0,0,1,dr. E.B. Kielstra,(AH)*,1172.0,0.5592,nee
172,mr. A.J. Dijckmeester,(AH)*,657.0,0.4585,Steenwijk,12/06/1883,periodiek,1646,1434,1434,1433.0,1,1.0,717.0,2,0,772.0,0.5387,-0.08019999999999994,0,1,1,G.H. Thomassen Ã Thuessink van der Hoop,AR(DT),772.0,0.5387,nee
173,mr. A.J. Dijckmeester,(AH)*,574.0,0.4415,Steenwijk,28/10/1884,algemeen,1631,1307,1307,1300.0,6,1.0,650.0,2,0,719.0,0.5531,-0.11160000000000003,0,0,1,G.H. Thomassen Ã Thuessink van der Hoop,AR(DT),719.0,0.5531,nee
179,mr. J.C. Bijsterbos,,403.0,0.2671,Zwolle,08/06/1852,periodiek,2650,1530,1530,1509.0,14,1.0,755.0,3,0,520.0,0.3446,-0.07750000000000001,0,1,1,mr. G. Groen van Prinsterer,,520.0,0.3446,nee
210,mr. S.J. van Roijen,(AH)*,1071.0,0.4192,Zwolle,12/06/1883,periodiek,3016,2589,2589,2555.0,13,1.0,1278.0,2,0,1476.0,0.5777,-0.15849999999999997,0,0,1,A. baron van Dedem,AR(DT),1476.0,0.5777,nee
211,mr. S.J. van Roijen,(AH)*,1115.0,0.43270000000000003,Zwolle,28/10/1884,algemeen,3042,2603,2603,5154.0,46,2.0,1289.0,3,0,1442.0,0.5596,-0.12689999999999996,0,0,1,jhr.mr. T.A.J. van Asch van Wijck,AR(DT),1442.0,0.5596,nee
212,mr. D. Wicherlink,(AH)*,1111.0,0.4311,Zwolle,28/10/1884,algemeen,3042,2603,2603,5154.0,46,2.0,1289.0,4,0,1442.0,0.5596,-0.1285,0,0,1,jhr.mr. T.A.J. van Asch van Wijck,AR(DT),1442.0,0.5596,nee
213,mr. R.A. Fockema,(AH)*,1374.0,0.4706,Zwolle,15/06/1886,algemeen,3220,2952,2952,5839.0,45,2.0,1460.0,3,0,1537.0,0.5265,-0.05589999999999995,0,1,1,jhr.mr. T.A.J. van Asch van Wijck,AR(DT),1537.0,0.5265,nee
214,mr. D. Wicherlink,(AH)*,1343.0,0.46,Zwolle,15/06/1886,algemeen,3220,2952,2952,5839.0,45,2.0,1460.0,4,0,1537.0,0.5265,-0.06649999999999995,0,1,1,jhr.mr. T.A.J. van Asch van Wijck,AR(DT),1537.0,0.5265,nee
215,mr. R.A. Fockema,,1052.0,0.41759999999999997,Zwolle,01/09/1887,algemeen,3193,2550,2550,5038.0,42,2.0,1260.0,3,0,1442.0,0.5724,-0.15480000000000005,0,0,1,jhr.mr. T.A.J. van Asch van Wijck,AR(DT),1442.0,0.5724,nee
216,mr. D. Wicherlink,,1038.0,0.4121,Zwolle,01/09/1887,algemeen,3193,2550,2550,5038.0,42,2.0,1260.0,4,0,1442.0,0.5724,-0.1603,0,0,1,jhr.mr. T.A.J. van Asch van Wijck,AR(DT),1442.0,0.5724,nee
217,mr. B.G. ten Pol,,612.0,0.4608,Almelo,11/09/1850,herstemming,1412,1341,1341,1328.0,8,1.0,664.0,2,0,716.0,0.5392,-0.07840000000000003,0,1,1,dr. W.R. baron van HoÃÂ«vell,,716.0,0.5392,nee
219,S.A. van Hoogstraten,,472.0,0.3953,Almelo,13/06/1854,periodiek,1651,1199,1201,1194.0,6,1.0,597.0,2,0,664.0,0.5561,-0.16080000000000005,0,0,1,mr. M.J. de Man,,664.0,0.5561,nee
236,mr. S.J. baron van Pallandt,(AH)*,695.0,0.3465,Almelo,08/06/1875,periodiek,2281,2019,2019,2006.0,6,1.0,1003.0,2,0,858.0,0.4277,-0.08120000000000005,0,1,1,mr. J.R. Corver Hooft,DZH(DT),858.0,0.4277,nee
237,mr. S.J. baron van Pallandt,(AH)*,1021.0,0.4867,Almelo,22/06/1875,herstemming,2281,2110,2110,2098.0,11,1.0,1049.0,2,0,1077.0,0.5133,-0.026599999999999957,1,1,1,mr. J.R. Corver Hooft,DZH(AR/DT),1077.0,0.5133,nee
240,H.P. Gelderman,(AH)*,747.0,0.4213,Almelo,10/06/1879,periodiek,2285,1786,1786,1773.0,11,1.0,887.0,2,0,898.0,0.5065,-0.08519999999999994,0,1,1,mr. J.R. Corver Hooft,(DT)*,898.0,0.5065,nee
244,mr. E.J.I. van Sonsbeeck,,913.0,0.4465,Almelo,06/05/1884,tussentijds,2494,2117,2118,2045.0,9,1.0,1023.0,2,0,959.0,0.4689,-0.022399999999999975,1,1,1,mr. A. van Laer,,959.0,0.4689,nee
245,mr. E.J.I. van Sonsbeeck,,1135.0,0.49090000000000006,Almelo,20/05/1884,herstemming,2494,2333,2333,2312.0,17,1.0,1156.0,2,0,1177.0,0.5091,-0.01819999999999994,1,1,1,mr. A. van Laer,,1177.0,0.5091,nee
246,J.E. Stork,(AH)*,1018.0,0.4657,Almelo,28/10/1884,algemeen,2494,2246,2246,4372.0,106,2.0,1093.0,3,0,1084.0,0.4959,-0.030200000000000005,1,1,1,mr. A. van Laer,(AH)*,1084.0,0.4959,nee
249,J.E. Stork,,1082.0,0.46140000000000003,Almelo,11/11/1884,herstemming,2494,2360,2361,4690.0,26,2.0,1173.0,4,0,1204.0,0.5134000000000001,-0.052000000000000046,0,1,1,mr. A.H.M. van Berckel,DT(AR),1204.0,0.5134000000000001,nee
252,A.H. Jannink,(AH)*,1224.0,0.4611,Almelo,15/06/1886,algemeen,2786,2680,2680,5309.0,37,2.0,1327.0,4,0,1405.0,0.5293,-0.06819999999999998,0,1,1,mr. J.R. Corver Hooft,DT(AR),1405.0,0.5293,nee
256,mr. W.A.A.J. baron van Schimmelpenninck van der Oye,,766.0,0.4189,Deventer,22/01/1868,algemeen,2719,1841,1842,3657.0,21,2.0,914.0,3,0,1055.0,0.5770000000000001,-0.15810000000000007,0,0,1,mr. G. Dumbar,,1055.0,0.5770000000000001,nee
271,mr. B.A. Reigers,,778.0,0.345,Zutphen,30/10/1866,algemeen,2763,2292,2292,4510.0,52,2.0,1128.0,4,0,1001.0,0.4439,-0.09890000000000004,0,1,1,mr. J. Dam,,1001.0,0.4439,nee
281,jhr.mr. H.B. van Tets,,1358.0,0.488,Zutphen,05/12/1882,tussentijds,3369,2813,2813,2783.0,23,1.0,1392.0,2,0,1413.0,0.5077,-0.01970000000000005,1,1,1,mr. W.G. baron van Brantsen van de Zijp,,1413.0,0.5077,nee
282,jhr.mr. H.B. van Tets,(AH)*,1558.0,0.49810000000000004,Zutphen,12/06/1883,periodiek,3387,3146,3146,3128.0,13,1.0,1564.0,2,0,1566.0,0.5006,-0.0025000000000000022,1,1,1,mr. W.G. baron van Brantsen van de Zijp,AR(DT),1566.0,0.5006,nee
284,K.W. van Gorkom,(AH)*,1496.0,0.4886,Zutphen,28/10/1884,algemeen,3470,3098,3098,6123.0,61,2.0,1531.0,4,0,1513.0,0.49420000000000003,-0.005600000000000049,1,1,1,jhr.mr. S.M.S. de Ranitz,(AH)*,1513.0,0.49420000000000003,nee
287,mr. J.D.C. baron van Heeckeren van Kell,AR(DT),1638.0,0.4585,Zutphen,15/06/1886,algemeen,3746,3594,3594,7145.0,37,2.0,1786.0,4,0,1899.0,0.5316,-0.07309999999999994,0,1,1,J. Willink,(AH)*,1899.0,0.5316,nee
291,P.C.G. Guyot,,550.0,0.32289999999999996,Arnhem,24/09/1850,tussentijds,2361,1718,1723,3407.0,27,2.0,852.0,3,0,796.0,0.4673,-0.14440000000000003,0,0,1,mr. ÃÂ. baron van Mackay,,796.0,0.4673,nee
292,mr. G.J.C. Schneither,,457.0,0.2683,Arnhem,24/09/1850,tussentijds,2361,1718,1723,3407.0,27,2.0,852.0,4,0,796.0,0.4673,-0.199,0,0,1,mr. ÃÂ. baron van Mackay,,796.0,0.4673,nee
293,P.C.G. Guyot,,686.0,0.4329,Arnhem,08/10/1850,herstemming,2361,1608,1607,3169.0,37,2.0,792.0,3,0,884.0,0.5579,-0.12499999999999994,0,0,1,mr. ÃÂ. baron van Mackay,,884.0,0.5579,nee
294,mr. G.J.C. Schneither,,631.0,0.3982,Arnhem,08/10/1850,herstemming,2361,1608,1607,3169.0,37,2.0,792.0,4,0,884.0,0.5579,-0.15969999999999995,0,0,1,mr. ÃÂ. baron van Mackay,,884.0,0.5579,nee
296,mr. J.F. Pringle,,738.0,0.4144,Arnhem,14/06/1864,periodiek,2794,1805,1805,1781.0,19,1.0,891.0,2,0,1022.0,0.5738,-0.1594,0,0,1,mr. W. baron van Lynden,,1022.0,0.5738,nee
314,mr. R. baron van Melvil van Lynden,AR(DT),1774.0,0.48729999999999996,Arnhem,15/06/1886,algemeen,3891,3662,3663,7281.0,43,2.0,1820.0,4,0,1836.0,0.5043,-0.017000000000000015,1,1,1,W. Rooseboom,(AH)*,1836.0,0.5043,nee
319,jhr. B. van Merlen,,360.0,0.3826,Tiel,08/06/1858,periodiek,1454,943,948,941.0,5,1.0,471.0,2,0,539.0,0.5728,-0.19019999999999998,0,0,1,mr. J.M. de Kempenaer,,539.0,0.5728,nee
327,P.A.C.H.T.A. WerdmÃÂ¼ller von Elgg,,586.0,0.3986,Tiel,17/04/1877,tussentijds,3108,1493,1494,1470.0,21,1.0,735.0,2,0,759.0,0.5163,-0.11769999999999997,0,0,1,mr. W.H. de Beaufort,,759.0,0.5163,nee
332,mr. C. Pijnacker Hordijk,(AH)*,1337.0,0.47740000000000005,Tiel,28/10/1884,algemeen,3266,2825,2827,5601.0,49,2.0,1400.0,4,0,1429.0,0.5103,-0.03289999999999993,1,1,1,F.W.J. baron van Aylva van Pallandt,AR(DT),1429.0,0.5103,nee
342,S.A. van Hoogstraten,,297.0,0.16940000000000002,Amersfoort,10/06/1856,periodiek,3022,1769,1775,1753.0,9,1.0,877.0,3,0,622.0,0.35479999999999995,-0.18539999999999993,0,0,1,mr. A.W. Engelen,,622.0,0.35479999999999995,nee
349,mr. H. Verloren van Themaat,,527.0,0.4169,Amersfoort,10/06/1862,periodiek,2801,1298,1300,1264.0,13,1.0,632.0,2,0,598.0,0.4731,-0.05620000000000003,0,1,1,jhr.mr. H.A.M. van Asch van Wijck,,598.0,0.4731,nee
350,mr. H. Verloren van Themaat,,698.0,0.4177,Amersfoort,24/06/1862,herstemming,2801,1685,1687,1671.0,13,1.0,836.0,2,0,973.0,0.5822999999999999,-0.1645999999999999,0,0,1,jhr.mr. H.A.M. van Asch van Wijck,,973.0,0.5822999999999999,nee
352,J.A. Alberdingk Thijm,,446.0,0.2639,Amersfoort,13/06/1871,periodiek,2862,1702,1702,1690.0,8,1.0,845.0,2,0,760.0,0.4497,-0.18579999999999997,0,0,1,mr. E.L. baron van Hardenbroek van Lockhorst,(DT)*,760.0,0.4497,nee
359,jhr.mr. J.L.B. de Muralt,,376.0,0.29059999999999997,Utrecht,08/06/1858,periodiek,2788,1305,1305,1294.0,7,1.0,647.0,2,0,572.0,0.442,-0.15140000000000003,0,0,1,mr. N.P.J. Kien,,572.0,0.442,nee
362,mr. B.G.A. Pabst,,350.0,0.20370000000000002,Utrecht,12/06/1866,periodiek,2944,1741,1742,1718.0,1,1.0,859.0,4,0,521.0,0.30329999999999996,-0.09959999999999994,0,1,1,mr. N.P.J. Kien,,521.0,0.30329999999999996,nee
364,mr. H. Verloren van Themaat,,763.0,0.4678,Utrecht,13/11/1866,herstemming,2944,1645,1644,1631.0,8,1.0,816.0,2,0,868.0,0.5322,-0.06440000000000001,0,1,1,mr. N.P.J. Kien,,868.0,0.5322,nee
