Naam,District,Verkiezingdatum,InTKEK,Gevonden,Sterfdatum,Gebdatum,Sterfplaats,Vermogen,Link1,Link2,Polpartij,Opm
A. Plate,Rotterdam IV,16/06/1905,,,,,,,,,,
J.M. Voorhoeve 2,Rotterdam IV,28/06/1905,,,,,,,,,,
A. Brummelkamp jr.,Rotterdam V,16/06/1905,,,,,,,,,,
A. Brummelkamp jr.,Rotterdam V,28/06/1905,,,,,,,,,,
jhr.mr. H. Smissaert,Sliedrecht,16/06/1905,,,,,,,,,,
jhr.mr. H. Smissaert,Sliedrecht,28/06/1905,,,,,,,,,,
jhr.mr. P. van Foreest,Alkmaar,16/06/1905,,,,,,,,,,
J.H. Blum,Alkmaar,28/06/1905,,,,,,,,,,
dr. C. Lely,Amsterdam II,16/06/1905,,,,,,,,,,
dr. J.T. de Visser,Amsterdam II,28/06/1905,,,,,,,,,,
K. Eland,Amsterdam III,28/06/1905,,,,,,,,,,
mr. G.A.P.M. van der Aa,Amsterdam V,16/06/1905,,,,,,,,,,
jhr. C. RoÃ«ll,Amsterdam VI,16/06/1905,,,,,,,,,,
dr. C.F.J. Blooker,Amsterdam VII,16/06/1905,,,,,,,,,,
mr. Th. Heemskerk,Amsterdam VII,28/06/1905,,,,,,,,,,
P. Nolting,Amsterdam VIII,16/06/1905,,,,,,,,,,
mr. S. de Vries Cz.,Amsterdam VIII,28/06/1905,,,,,,,,,,
H. Bijleveld,Amsterdam IX,16/06/1905,,,,,,,,,,
J.G. van Kuykhof,Amsterdam IX,16/06/1905,,,,,,,,,,
mr. J. Limburg,Beverwijk,16/06/1905,,,,,,,,,,
mr. H. Goeman Borgesius,Enkhuizen,16/06/1905,,,,,,,,,,
N. Sluis,Enkhuizen,28/06/1905,,,,,,,,,,
jhr.mr. F.W. van Styrum,Haarlem,16/06/1905,,,,,,,,,,
jhr.mr. F.K. van Lennep,Haarlem,28/06/1905,,,,,,,,,,
A.P. Staalman,Den Helder,16/06/1905,,,,,,,,,,
mr. J.N.J.E. Thijssen,Hoorn,16/06/1905,,,,,,,,,,
mr. M. Mendels,Zaandam,16/06/1905,,,,,,,,,,
J. Windhouwer,Zaandam,16/06/1905,,,,,,,,,,
mr. M. Mendels,Zaandam,28/06/1905,,,,,,,,,,
H. Snijders,Middelburg,16/06/1905,,,,,,,,,,
jhr.mr. J.J. Pompe van Meerdervoort,Zierikzee,16/06/1905,,,,,,,,,,
jhr.mr. J.J. Pompe van Meerdervoort,Zierikzee,28/06/1905,,,,,,,,,,
mr. J.G. van Deinse,Hontenisse,16/06/1905,,,,,,,,,,
mr. W.H. de Beaufort,Amersfoort,16/06/1905,,,,,,,,,,
jhr.mr. A.P.C. van Karnebeek,Utrecht I,16/06/1905,,,,,,,,,,
jhr.mr. G.C. von Weiler,Utrecht I,28/06/1905,,,,,,,,,,
mr. N. de Ridder,Utrecht II,28/06/1905,,,,,,,,,,
L.W.J.K. Thomson,Leeuwarden,16/06/1905,,,,,,,,,,
T.A. Hettinga,Leeuwarden,16/06/1905,,,,,,,,,,
F.M. Wibaut,Leeuwarden,28/06/1905,,,,,,,,,,
mr. E. Schaafsma,Dokkum,16/06/1905,,,,,,,,,,
P.L. Tak,Franeker,16/06/1905,,,,,,,,,,
F. Lieftinck,Franeker,16/06/1905,,,,,,,,,,
mr. J. Ankerman,Franeker,28/06/1905,,,,,,,,,,
dr. C.J. Niemeijer,Sneek,16/06/1905,,,,,,,,,,
dr. C.J. Niemeijer,Sneek,28/06/1905,,,,,,,,,,
J. Huizinga,Schoterland,16/06/1905,,,,,,,,,,
C.V. Gerritsen,Schoterland,16/06/1905,,,,,,,,,,
J. van der Molen Tz.,Weststellingwerf,16/06/1905,,,,,,,,,,
C.A. Zelvelder,Weststellingwerf,16/06/1905,,,,,,,,,,
M. Noordtzij,Kampen,16/06/1905,,,,,,,,,,
M. Noordtzij,Kampen,28/06/1905,,,,,,,,,,
H.H. van Kol,Enschede,16/06/1905,,,,,,,,,,
A.H.J. Engels,Enschede,28/06/1905,,,,,,,,,,
dr. W.J.M. Engelberts,Ommen,16/06/1905,,,,,,,,,,
J.H. Tromp Meesters,Steenwijk,16/06/1905,,ja,,,,,,,,
mr. J.A. van Gilse,Zwolle,16/06/1905,,,,,,,,,,
mr. G.J. Sybrandy,Appingedam,16/06/1905,,,,,,,,,,
mr.dr. J.H.W.Q. ter Spill,Appingedam,16/06/1905,,,,,,,,,,
mr. G.J. Sybrandy,Appingedam,28/06/1905,,,,,,,,,,
jhr.mr. A.F. de Savornin Lohman,Groningen,16/06/1905,,,,,,,,,,
H. de Wilde,Hoogezand,16/06/1905,,,,,,,,,,
U.G. Schilthuis Jzn.,Hoogezand,16/06/1905,,,,,,,,,,
mr. G.J. Sybrandy,Veendam,16/06/1905,,,,,,,,,,
H. Spiekman,Veendam,16/06/1905,,,,,,,,,,
G. Zijlma,Zuidhorn,16/06/1905,,,,,,,,,,
D.G. Postma,Zuidhorn,28/06/1905,,,,,,,,,,
J. Knoppers,Meppel,16/06/1905,,,,,,,,,,
mr. S. de Vries Cz.,Arnhem,07/09/1905,,,,,,,,,,
mr. S. de Vries Cz.,Arnhem,14/09/1905,,,,,,,,,,
R.P.J. Tutein Nolthenius,Zutphen,01/08/1905,,,,,,,,,,
R.P.J. Tutein Nolthenius,Zutphen,08/08/1905,,,,,,,,,,
S. van den Bergh jr.,Rotterdam I,07/09/1905,,,,,,,,,,
H. Spiekman,Rotterdam I,07/09/1905,,,,,,,,,,
mr. D.P.D. Fabius,Rotterdam I,14/09/1905,,,,,,,,,,
J.P. van Term,Rotterdam V,07/09/1905,,,,,,,,,,
A.P. Staalman,Den Helder,04/08/1905,,,,,,,,,,
H. Paul,Leiden,26/10/1906,,,,,,,,,,
W.P.G. Helsdingen,Franeker,02/10/1907,,,,,,,,,,
dr. A. van Raalte,Franeker,02/10/1907,,,,,,,,,,
H.J. Versteeg,Schiedam,09/10/1907,,,,,,,,,,
jhr.mr. H. Smissaert,Sliedrecht,13/03/1908,,,,,,,,,,
mr. T.H. de Meester,Ommen,16/10/1908,,,,,,,,,,
K. Eland,Arnhem,11/06/1909,,,,,,,,,,
H.C. Hogerzeil,Arnhem,23/06/1909,,,,,,,,,,
J.W. Rudolph,Ede,11/06/1909,,,,,,,,,,
mr. G. Jannink,Lochem,11/06/1909,,,,,,,,,,
J. Kok,Lochem,11/06/1909,,,,,,,,,,
mr. A. baron van Heeckeren van Kell,Lochem,23/06/1909,,,,,,,,,,
F. Lieftinck,Zutphen,11/06/1909,,,,,,,,,,
mr. A. baron van Heeckeren van Kell,Zutphen,23/06/1909,,,,,,,,,,
H.C. Vegtel,Brielle,11/06/1909,,,,,,,,,,
H.C. Vegtel,Brielle,23/06/1909,,,,,,,,,,
jhr.mr. W.T.C. van Doorn,Gouda,11/06/1909,,,,,,,,,,
H. Colijn,Gouda,23/06/1909,,,,,,,,,,
mr. T.H. de Meester,Gorinchem,11/06/1909,,,,,,,,,,
P.J. de Kanter,Dordrecht,11/06/1909,,,,,,,,,,
dr. A. Kuyper,Dordrecht,23/06/1909,,,,,,,,,,
K. ter Laan,Den Haag I,11/06/1909,,,,,,,,,,
mr. J. Limburg,Den Haag I,11/06/1909,,,,,,,,,,
J. Krap,Den Haag I,23/06/1909,,,,,,,,,,
mr. W. Dolk,Den Haag II,11/06/1909,,,,,,,,,,
J.R. Snoeck Henkemans,Den Haag II,23/06/1909,,,,,,,,,,
mr. H. Goeman Borgesius,Rotterdam I,11/06/1909,,,,,,,,,,
H. Spiekman,Rotterdam I,11/06/1909,,,,,,,,,,
jhr.mr. D.J. de Geer,Rotterdam I,23/06/1909,,,,,,,,,,
D. de Klerk,Rotterdam II,11/06/1909,,,,,,,,,,
dr. W.B. van Staveren,Rotterdam II,23/06/1909,,,,,,,,,,
mr. J.A. Loeff,Rotterdam III,11/06/1909,,,,,,,,,,
mr. J.A. Loeff,Rotterdam III,23/06/1909,,,,,,,,,,
A. Plate,Rotterdam IV,11/06/1909,,,,,,,,,,
A. Plate,Rotterdam IV,23/06/1909,,,,,,,,,,
mr. E.E. van Raalte,Rotterdam V,23/06/1909,,,,,,,,,,
jhr.mr. P. van Foreest,Alkmaar,11/06/1909,,,,,,,,,,
F.C.J. Netscher,Alkmaar,11/06/1909,,,,,,,,,,
N. Glinderman,Alkmaar,23/06/1909,,,,,,,,,,
J.N. Hendrix,Amsterdam I,11/06/1909,,,,,,,,,,
J. Oudegeest,Amsterdam II,11/06/1909,,,,,,,,,,
dr. C. Lely,Amsterdam II,11/06/1909,,,,,,,,,,
J. Oudegeest,Amsterdam II,23/06/1909,,,,,,,,,,
mr. G.A. van Hamel,Amsterdam III,23/06/1909,,,,,,,,,,
mr. P.J.M. Aalberse,Amsterdam V,11/06/1909,,,,,,,,,,
J.G. van Kuykhof,Amsterdam V,11/06/1909,,,,,,,,,,
mr. W.H. de Beaufort,Amsterdam VI,11/06/1909,,,,,,,,,,
mr. H. Verkouteren,Amsterdam VI,23/06/1909,,,,,,,,,,
dr. C.F.J. Blooker,Amsterdam VII,11/06/1909,,,,,,,,,,
P. Nolting,Amsterdam VIII,11/06/1909,,,,,,,,,,
W.H. Vliegen,Amsterdam IX,11/06/1909,,,,,,,,,,
mr. C.T. van Deventer,Amsterdam IX,11/06/1909,,,,,,,,,,
mr. T. de Vries,Amsterdam IX,23/06/1909,,,,,,,,,,
mr. H. Goeman Borgesius,Enkhuizen,11/06/1909,,,,,,,,,,
mr. J.H. Thiel,Haarlem,23/06/1909,,,,,,,,,,
A.P. Staalman,Den Helder,11/06/1909,,,,,,,,,,
A.P. Staalman,Den Helder,23/06/1909,,,,,,,,,,
C.D. Wesseling,Hoorn,11/06/1909,,,,,,,,,,
H.J.C. van Tienen,Zaandam,11/06/1909,,,,,,,,,,
L.F. Duymaer van Twist,Zaandam,11/06/1909,,,,,,,,,,
H.J.C. van Tienen,Zaandam,23/06/1909,,,,,,,,,,
H.C. Vegtel,Zierikzee,11/06/1909,,,,,,,,,,
mr. P. Dieleman,Oostburg,11/06/1909,,,,,,,,,,
jhr.mr. A.P.C. van Karnebeek,Utrecht I,11/06/1909,,,,,,,,,,
mr. H.J.H. baron van Boetzelaer,Utrecht I,23/06/1909,,,,,,,,,,
jhr.mr. J. RoÃ«ll,Utrecht II,23/06/1909,,,,,,,,,,
W.P.G. Helsdingen,Franeker,11/06/1909,,,,,,,,,,
C.E. van Koetsveld,Franeker,23/06/1909,,,,,,,,,,
mr. T.H. de Meester,Schoterland,11/06/1909,,,,,,,,,,
mr. J. Ankerman,Schoterland,11/06/1909,,,,,,,,,,
J.A. Bergmeyer,Schoterland,23/06/1909,,,,,,,,,,
mr. P.J. Troelstra,Leeuwarden,11/06/1909,,,,,,,,,,
G. Hofstede,Leeuwarden,11/06/1909,,,,,,,,,,
mr. P.J. Troelstra,Leeuwarden,23/06/1909,,,,,,,,,,
H.C. Hogerzeil,Weststellingwerf,11/06/1909,,,,,,,,,,
L.W.J.K. Thomson,Weststellingwerf,11/06/1909,,,,,,,,,,
H.C. Hogerzeil,Weststellingwerf,23/06/1909,,,,,,,,,,
H.H. van Kol,Enschede,11/06/1909,,,,,,,,,,
H.W. Teesselink,Ommen,11/06/1909,,,,,,,,,,
mr. J. van Gilse,Steenwijk,11/06/1909,,,,,,,,,,
J.H.A. Schaper,Appingedam,11/06/1909,,,,,,,,,,
H. Groenewout,Appingedam,11/06/1909,,,,,,,,,,
A. Zijlstra,Appingedam,23/06/1909,,,,,,,,,,
jhr.mr. A.F. de Savornin Lohman,Groningen,11/06/1909,,,,,,,,,,
mr. P. Rink,Hoogezand,11/06/1909,,,,,,,,,,
A. Zijlstra,Hoogezand,11/06/1909,,,,,,,,,,
K. ter Laan,Hoogezand,23/06/1909,,,,,,,,,,
mr. E.A. Smidt,Veendam,11/06/1909,,,,,,,,,,
mr. G.W. Sannes,Veendam,11/06/1909,,,,,,,,,,
E.M. Teenstra,Zuidhorn,11/06/1909,,,,,,,,,,
G. Hofstede,Zuidhorn,23/06/1909,,,,,,,,,,
B. Berends,Meppel,11/06/1909,,,,,,,,,,
P.M.F.H. Brouwers,Gulpen,11/06/1909,,,,,,,,,,
F.H. de MontÃ© ver Loren,Breukelen,22/09/1909,,,,,,,,,,
mr. J.B.L.C.C. baron van Wijkerslooth de Weerdesteijn,Breukelen,05/10/1909,,,,,,,,,,
mr. H.C. Dresselhuys,Wijk bij Duurstede,30/12/1909,,,,,,,,,,
I.A. Swane,Helmond,12/07/1910,,,,,,,,,,
G.J. de Jongh,Rotterdam V,24/10/1910,,,,,,,,,,
H.C. Vegtel,Rotterdam V,03/11/1910,,,,,,,,,,
mr. H. van der Vegte,Ommen,27/11/1912,,,,,,,,,,
W.J.E.H.M. de Jong,Hilversum,01/02/1912,,,,,,,,,,
W.J.E.H.M. de Jong,Hilversum,08/02/1912,,,,,,,,,,
H.C. Vegtel,Hoorn,23/04/1912,,,,,,,,,,
J.A. Bergmeyer,Schoterland,03/08/1909,,,,,,,,,,
L.W.J.K. Thomson,Leeuwarden,17/06/1913,,,,,,,,,,
L.D.J.L. de Ram,Bergen op Zoom,17/06/1913,,,,,,,,,,
L.D.J.L. de Ram,Bergen op Zoom,25/06/1913,,,,,,,,,,
J. Esmeijer,Apeldoorn,17/06/1913,,,,,,,,,,
J. Esmeijer,Apeldoorn,25/06/1913,,,,,,,,,,
K. Eland,Arnhem,17/06/1913,,,,,,,,,,
L.M. Hermans,Arnhem,17/06/1913,,,,,,,,,,
H.P.J. Bloemers,Doetinchem,17/06/1913,,,,,,,,,,
mr. A. baron van Heeckeren van Kell,Ede,17/06/1913,,,,,,,,,,
mr. A. baron van Heeckeren van Kell,Lochem,17/06/1913,,,,,,,,,,
J.R. Snoeck Henkemans,Zutphen,17/06/1913,,,,,,,,,,
A. Colijn jr.,Brielle,17/06/1913,,,,,,,,,,
A.W. Heijkoop,Brielle,17/06/1913,,,,,,,,,,
mr. M.M. Schim van der Loeff,Dordrecht,17/06/1913,,,,,,,,,,
J.H.F. van Zadelhoff,Dordrecht,17/06/1913,,,,,,,,,,
H.C. Hogerzeil,Dordrecht,25/06/1913,,,,,,,,,,
mr. P.E. BriÃ«t,Gorinchem,17/06/1913,,,,,,,,,,
mr. P.E. BriÃ«t,Gorinchem,25/06/1913,,,,,,,,,,
mr. J.A. de Wilde,Gouda,17/06/1913,,,,,,,,,,
mr. J.A. de Wilde,Gouda,25/06/1913,,,,,,,,,,
C. Smeenk,Den Haag I,17/06/1913,,,,,,,,,,
mr. W. Dolk,Den Haag II,17/06/1913,,,,,,,,,,
L. Hoejenbos,Den Haag II,17/06/1913,,,,,,,,,,
J.R. Snoeck Henkemans,Den Haag II,25/06/1913,,,,,,,,,,
mr. J.E. Heeres,Leiden,17/06/1913,,,,,,,,,,
mr. P.E. BriÃ«t,Leiden,25/06/1913,,,,,,,,,,
F.J.W. Drion,Ridderkerk,17/06/1913,,,,,,,,,,
mr. A.P.R.C. baron van Borch van Verwolde,Ridderkerk,25/06/1913,,,,,,,,,,
B.J. Gerretson,Rotterdam I,17/06/1913,,,,,,,,,,
mr. H. Goeman Borgesius,Rotterdam I,17/06/1913,,,,,,,,,,
B.J. Gerretson,Rotterdam I,25/06/1913,,,,,,,,,,
H. Spiekman,Rotterdam II,17/06/1913,,,,,,,,,,
D. de Klerk,Rotterdam II,17/06/1913,,,,,,,,,,
dr. W.B. van Staveren,Rotterdam II,25/06/1913,,,,,,,,,,
H. Stulemeijer,Rotterdam III,17/06/1913,,,,,,,,,,
J. van Vollenhoven,Rotterdam IV,17/06/1913,,,,,,,,,,
A.B. de Zeeuw,Rotterdam IV,17/06/1913,,,,,,,,,,
J. ter Laan,Rotterdam V,17/06/1913,,,,,,,,,,
mr. D. Fock,Rotterdam V,17/06/1913,,,,,,,,,,
mr. A. de Jong,Rotterdam V,25/06/1913,,,,,,,,,,
dr. J.H. Gunning Wzn.,Schiedam,17/06/1913,,,,,,,,,,
dr. W.W. van der Meulen,Sliedrecht,17/06/1913,,,,,,,,,,
J.R. Snoeck Henkemans,Alkmaar,17/06/1913,,,,,,,,,,
J.R. Snoeck Henkemans,Alkmaar,25/06/1913,,,,,,,,,,
J.W. Smit,Amsterdam I,17/06/1913,,,,,,,,,,
J. Loopuit,Amsterdam IV,17/06/1913,,,,,,,,,,
A.H. Gerhard,Amsterdam V,17/06/1913,,,,,,,,,,
J. ter Haar jr.,Amsterdam V,17/06/1913,,,,,,,,,,
A.H. Gerhard,Amsterdam V,25/06/1913,,,,,,,,,,
mr. H. Verkouteren,Amsterdam VI,17/06/1913,,,,,,,,,,
W. Boissevain,Amsterdam VII,17/06/1913,,,,,,,,,,
W.H. Vliegen,Amsterdam VII,17/06/1913,,,,,,,,,,
G.A.A. Middelberg,Amsterdam VII,25/06/1913,,,,,,,,,,
A.B. Kleerekoper,Amsterdam VIII,17/06/1913,,,,,,,,,,
P. Nolting,Amsterdam VIII,17/06/1913,,,,,,,,,,
W. de Vlugt,Amsterdam VIII,25/06/1913,,,,,,,,,,
mr. V.H. Rutgers,Amsterdam IX,17/06/1913,,,,,,,,,,
mr. L.N. Roodenburg,Beverwijk,17/06/1913,,,,,,,,,,
W.C.J. Passtoors,Beverwijk,25/06/1913,,,,,,,,,,
F.C.J. Netscher,Enkhuizen,17/06/1913,,,,,,,,,,
mr. D. Fock,Haarlem,17/06/1913,,,,,,,,,,
mr. P.J. Troelstra,Haarlem,17/06/1913,,,,,,,,,,
jhr.mr. D.E. van Lennep,Haarlem,25/06/1913,,,,,,,,,,
C. Thomassen,Den Helder,17/06/1913,,,,,,,,,,
C. Thomassen,Den Helder,25/06/1913,,,,,,,,,,
W.J.E.H.M. de Jong,Hilversum,17/06/1913,,,,,,,,,,
C.D. Wesseling,Hoorn,17/06/1913,,,,,,,,,,
J.G. Moojen,Goes,17/06/1913,,,,,,,,,,
mr. E.E. van Raalte,Middelburg,17/06/1913,,,,,,,,,,
J.H. Blum,Middelburg,25/06/1913,,,,,,,,,,
mr. P. Dieleman,Oostburg,17/06/1913,,,,,,,,,,
H.C. Hogerzeil,Zierikzee,17/06/1913,,,,,,,,,,
mr. W.H. de Beaufort,Amersfoort,17/06/1913,,,,,,,,,,
jhr.mr. H.W. van Asch van Wijck,Amersfoort,25/06/1913,,,,,,,,,,
mr.dr. J.H.W.Q. ter Spill,Utrecht I,17/06/1913,,,,,,,,,,
W.C. baron van RoÃ«ll,Utrecht I,25/06/1913,,,,,,,,,,
dr. J. van Leeuwen,Utrecht II,17/06/1913,,,,,,,,,,
J.S.F. van Hoogstraten,Utrecht II,25/06/1913,,,,,,,,,,
mr. H.C. Dresselhuys,Wijk bij Duurstede,17/06/1913,,,,,,,,,,
J. Sibinga Mulder,Dokkum,17/06/1913,,,,,,,,,,
A. Colijn jr.,Franeker,17/06/1913,,,,,,,,,,
A. Colijn jr.,Franeker,25/06/1913,,,,,,,,,,
L.W.J.K. Thomson,Leeuwarden,25/06/1913,,,,,,,,,,
mr. J. Limburg,Schoterland,17/06/1913,,,,,,,,,,
mr. J. Limburg,Schoterland,25/06/1913,,,,,,,,,,
dr. P. Kohnstamm,Weststellingwerf,17/06/1913,,,,,,,,,,
J. de Bruijn,Weststellingwerf,17/06/1913,,,,,,,,,,
dr. P. Kohnstamm,Weststellingwerf,25/06/1913,,,,,,,,,,
J.C. baron van Haersolte,Deventer,17/06/1913,,,,,,,,,,
J.W. Albarda,Enschede,17/06/1913,,,,,,,,,,
G. Elhorst,Enschede,25/06/1913,,,,,,,,,,
J.C. de Gast,Kampen,17/06/1913,,,,,,,,,,
J.C. de Gast,Kampen,25/06/1913,,,,,,,,,,
F.M. Knobel,Zwolle,17/06/1913,,,,,,,,,,
A. baron van Dedem,Zwolle,25/06/1913,,,,,,,,,,
mr.dr. E. van Ketwich Verschuur,Steenwijk,17/06/1913,,,,,,,,,,
dr. J.T. de Visser,Ommen,17/06/1913,,,,,,,,,,
dr. J.T. de Visser,Ommen,25/06/1913,,,,,,,,,,
A. Zijlstra,Appingedam,17/06/1913,,,,,,,,,,
T.G.G. Valette,Appingedam,17/06/1913,,,,,,,,,,
A. Zijlstra,Appingedam,25/06/1913,,,,,,,,,,
mr. G.W. Sannes,Groningen,17/06/1913,,,,,,,,,,
mr. J. Ankerman,Groningen,17/06/1913,,,,,,,,,,
mr. G.W. Sannes,Groningen,25/06/1913,,,,,,,,,,
mr. P. Rink,Hoogezand,17/06/1913,,,,,,,,,,
R. Koppe,Hoogezand,17/06/1913,,,,,,,,,,
mr. P. Rink,Hoogezand,25/06/1913,,,,,,,,,,
H. Snijders,Veendam,17/06/1913,,,,,,,,,,
F.G. Petersen,Veendam,17/06/1913,,,,,,,,,,
H. Snijders,Veendam,25/06/1913,,,,,,,,,,
L.M. Hermans,Winschoten,17/06/1913,,,,,,,,,,
L.M. Hermans,Winschoten,25/06/1913,,,,,,,,,,
A. Zijlstra,Zuidhorn,17/06/1913,,,,,,,,,,
A. Zijlstra,Zuidhorn,25/06/1913,,,,,,,,,,
F. Fokkens,Meppel,17/06/1913,,,,,,,,,,
A.B. de Zeeuw,Rotterdam I,01/08/1913,,,,,,,,,,
D. de Klerk,Rotterdam I,01/08/1913,,,,,,,,,,
A.B. de Zeeuw,Rotterdam I,08/08/1913,,,,,,,,,,
J.R. Snoeck Henkemans,Amsterdam II,22/07/1913,,,,,,,,,,
mr. H. Verkouteren,Amsterdam VI,22/07/1913,,,,,,,,,,
mr. H. Verkouteren,Amsterdam VI,29/07/1913,,,,,,,,,,
T. van der Waerden,Hoogezand,04/08/1913,,,,,,,,,,
H. Stulemeijer,Rotterdam III,07/01/1914,,,,,,,,,,
H. Stulemeijer,Rotterdam III,14/01/1914,,,,,,,,,,
P. Otto,Amsterdam III,04/11/1913,,,,,,,,,,
J. Oudegeest,Amsterdam III,11/11/1913,,,,,,,,,,
J. Esmeijer,Apeldoorn,29/02/1916,,,,,,,,,,
W. de Vlugt,Amsterdam IX,28/10/1915,,,,,,,,,,
K. Stenhuis,Winschoten,17/06/1916,,,,,,,,,,
mr.dr. H.A.G. van Groenendael,Weert,27/04/1916,,,,,,,,,,
G.J.H. Peters,Weert,27/04/1916,,,,,,,,,,
mr. W.F.W. Kolkman,Weert,04/05/1916,,,,,,,,,,
J. Loopuit,Amsterdam IV,03/04/1917,,,,,,,,,,
C. Thomassen,Den Helder,15/05/1917,,,,,,,,,,
A.P. Staalman,Den Helder,15/05/1917,,,,,,,,,,
C. Thomassen,Den Helder,22/05/1917,,,,,,,,,,
dr. Z. Kamerling,Amsterdam II,15/06/1917,,,,,,,,,,
dr. Z. Kamerling,Amsterdam II,22/06/1917,,,,,,,,,,
A.P. Staalman,Den Helder,15/06/1917,,,,,,,,,,
J. Schouten,Rotterdam II,14/12/1917,,,,,,,,,,
D. de Klerk,Rotterdam II,14/12/1917,,,,,,,,,,
J. Schouten,Rotterdam II,21/12/1917,,,,,,,,,,
mr. H. van der Vegte,Ommen,28/10/1912,,,,,,,,,,
H.J. Versteeg,Schiedam,22/10/1907,,,,,,,,,,
J. van der Molen Tz.,Franeker,15/10/1907,,,,,,,,,,
